"Freq.","Gain","Phase","Group Delay"
"365797.8","11.90281","-354.057901195665","4.563444E-08"
"370258","11.90293","-354.129422007918","4.454273E-08"
"374772.6","11.90304","-354.200083706493","4.347763E-08"
"379342.2","11.90315","-354.26989609871","4.243776E-08"
"383967.5","11.90326","-354.338869126071","4.142244E-08"
"388649.2","11.90337","-354.407013305734","4.04316E-08"
"393388","11.90347","-354.474338308226","3.94643E-08"
"398184.6","11.90357","-354.540854085295","3.852026E-08"
"403039.7","11.90367","-354.606570297956","3.759891E-08"
"407953.9","11.90376","-354.671496347975","3.669942E-08"
"412928.1","11.90386","-354.735641902394","3.582135E-08"
"417963","11.90395","-354.799016499943","3.496445E-08"
"423059.2","11.90404","-354.86162875022","3.412784E-08"
"428217.6","11.90413","-354.923488688389","3.331149E-08"
"433438.8","11.90421","-354.984603931635","3.251416E-08"
"438723.7","11.90429","-355.044984520266","3.173639E-08"
"444073.1","11.90438","-355.104639073977","3.097709E-08"
"449487.7","11.90446","-355.163576787055","3.023604E-08"
"454968.3","11.90453","-355.221805204858","2.951242E-08"
"460515.7","11.90461","-355.279333019609","2.8806E-08"
"466130.8","11.90468","-355.336169432097","2.811704E-08"
"471814.3","11.90476","-355.392322206731","2.744419E-08"
"477567.1","11.90483","-355.447799403423","2.678733E-08"
"483390.1","11.90489","-355.502609149959","2.614633E-08"
"489284.1","11.90496","-355.556759788835","2.552074E-08"
"495249.9","11.90503","-355.610259025758","2.490997E-08"
"501288.5","11.90509","-355.663114993835","2.431396E-08"
"507400.7","11.90515","-355.715334469906","2.373182E-08"
"513587.5","11.90522","-355.766926229002","2.316409E-08"
"519849.7","11.90527","-355.817897197763","2.260968E-08"
"526188.2","11.90533","-355.868254942969","2.206862E-08"
"532604","11.90539","-355.918006526534","2.154035E-08"
"539098.1","11.90545","-355.967159664735","2.102482E-08"
"545671.3","11.9055","-356.01572142222","2.052163E-08"
"552324.7","11.90555","-356.063699158245","2.003066E-08"
"559059.2","11.9056","-356.111099088025","1.955104E-08"
"565875.8","11.90565","-356.157928705903","1.908309E-08"
"572775.6","11.9057","-356.20419494867","1.862638E-08"
"579759.4","11.90575","-356.249904314321","1.818052E-08"
"586828.4","11.9058","-356.295063734878","1.774549E-08"
"593983.6","11.90584","-356.339679424135","1.732065E-08"
"601226.1","11.90589","-356.383758389455","1.690613E-08"
"608556.8","11.90593","-356.427306567038","1.650134E-08"
"615976.9","11.90598","-356.470330812742","1.610644E-08"
"623487.6","11.90602","-356.512837350937","1.572089E-08"
"631089.8","11.90606","-356.554832113698","1.534455E-08"
"638784.6","11.9061","-356.596321753226","1.497737E-08"
"646573.3","11.90614","-356.637311703762","1.461876E-08"
"654457","11.90617","-356.677808399286","1.426881E-08"
"662436.8","11.90621","-356.71781749534","1.392719E-08"
"670513.9","11.90625","-356.757345067747","1.35939E-08"
"678689.4","11.90628","-356.79639684006","1.326846E-08"
"686964.7","11.90632","-356.834978609743","1.295086E-08"
"695340.9","11.90635","-356.873095955145","1.264078E-08"
"703819.2","11.90638","-356.910754315345","1.233813E-08"
"712400.9","11.90641","-356.947959842754","1.204293E-08"
"721087.2","11.90645","-356.984716978476","1.175449E-08"
"729879.4","11.90648","-357.021031443174","1.147308E-08"
"738778.8","11.90651","-357.056909251046","1.119853E-08"
"747786.8","11.90654","-357.092354698287","1.093031E-08"
"756904.5","11.90656","-357.127373866847","1.06688E-08"
"766133.4","11.90659","-357.161971053887","1.041326E-08"
"775474.9","11.90662","-357.196151629499","1.016396E-08"
"784930.3","11.90664","-357.229921104234","9.920717E-09"
"794500.9","11.90667","-357.263283703353","9.683159E-09"
"804188.3","11.9067","-357.296244871494","9.451353E-09"
"813993.7","11.90672","-357.328808901514","9.225049E-09"
"823918.7","11.90674","-357.36098084579","9.004182E-09"
"833964.8","11.90677","-357.392765644059","8.788628E-09"
"844133.3","11.90679","-357.424167843369","8.578236E-09"
"854425.8","11.90681","-357.455191777866","8.372854E-09"
"864843.8","11.90683","-357.485842141689","8.172385E-09"
"875388.9","11.90685","-357.516123516318","7.976713E-09"
"886062.5","11.90687","-357.546040343508","7.785761E-09"
"896866.3","11.90689","-357.575596958681","7.599372E-09"
"907801.8","11.90691","-357.604797444518","7.417353E-09"
"918870.6","11.90693","-357.633646423479","7.239806E-09"
"930074.4","11.90695","-357.662148158635","7.066477E-09"
"941414.8","11.90697","-357.690306373825","6.897238E-09"
"952893.4","11.90699","-357.718125872142","6.732162E-09"
"964512.1","11.90701","-357.74561027128","6.570963E-09"
"976272.4","11.90702","-357.77276372867","6.413628E-09"
"988176.1","11.90704","-357.799590255597","6.260088E-09"
"1000225","11.90706","-357.826093436974","6.110141E-09"
